,Postcentral_L,Thal_PuI_R,Vermis_6,Thal_PuM_L,SN_pr_R,ACC_sup_L,OFCpost_R,Cerebellum_8_R,Thal_VL_L,Pallidum_R,Caudate_R,VTA_L,Temporal_Pole_Sup_R,Frontal_Sup_2_R,Thal_VA_L,Occipital_Mid_L,Vermis_4_5,Frontal_Inf_Tri_R,Thal_VA_R,Thal_LGN_L,Cerebellum_4_5_R,Thal_VL_R,ACC_sub_L,Occipital_Mid_R,Calcarine_L,ACC_sup_R,Cerebellum_9_L,Cerebellum_Crus2_L,Insula_R,Cuneus_R,Pallidum_L,Thal_PuM_R,Vermis_9,Vermis_1_2,Thal_MDl_L,Thal_PuL_R,Thal_LGN_R,Vermis_3,Thal_MDm_L,Thal_MGN_R,Frontal_Med_Orb_L,Thal_LP_R,Vermis_8,Thal_PuA_R,Thal_VPL_R
Thal_PuM_R,0.7654868901691365,0.6776209091280039,0.4022812949542017,0.7045378058314328,0.07924811963719856,0.5984555946234148,-0.0841836684589957,0.14155092050091442,0.47898357487160365,0.3958723880078456,0.46720321184387054,0.12203565101444883,0.16374894752527264,0.7720639760921543,0.46165544256501617,0.11750131013452216,0.8230953288288412,0.7109659603126783,0.4142437197913021,0.5767729586162411,0.6796654087826927,0.508989653421968,-0.16991004362813703,0.4163262730757999,0.5875352608976095,0.46956845369786593,0.4284816951121334,-0.11547204487402886,0.6623629221982694,0.4608105087282764,0.2513068034139329,1.0,0.4023878128367411,0.6432555900435332,0.46822905558814093,0.5624861495717431,0.5769941256279536,0.7885245253484923,0.37157930417410895,0.38398182954364,-0.12951118370463227,0.5769000180091421,0.39625141165036143,0.5982646805745296,0.6817964700141392
Vermis_9,0.3563600385010321,0.3568803614892236,0.7136967223687922,0.567692767937204,-0.025514315321862237,0.3488871332461158,0.056511205807747426,0.7874517229963577,0.2169354306709717,0.15450121061422709,0.15843264485121203,-0.3418861956614561,0.5344386650878494,0.5650767267282701,0.004729745968275354,0.5196607870912684,0.7006647414836075,0.0009332127298026092,0.41943775092227753,0.23530262478675792,-0.09453914398484206,0.1123765840529553,-0.3669157435327717,0.4509558800962479,0.858164100022534,-0.07380045459804753,0.9295617312487449,0.48260721270430224,0.6211880415512391,0.2718494034544708,-0.1453725534499588,0.4023878128367411,1.0,0.2054541272747641,-0.15022702262591273,0.3896581251377466,-0.09281084361740506,0.3314269857560515,0.11571170448819557,0.17068339194618587,-0.4755804803596772,0.1039988732952222,0.8766278808733496,0.3877323471660617,0.2266603953385155
Vermis_1_2,0.7113237843637995,0.4982585721211322,0.21399962934556832,0.4278574985367759,0.39537741205832566,0.4334887155486206,0.08827782754288174,0.08658951638806422,0.3298388807284399,0.32474142233885117,0.398543386119344,0.17233492819211335,0.20199267553707548,0.5421810616326702,0.20761310045940082,0.1714371804957562,0.6482100166551881,0.40684272988087083,0.5117435872320368,0.45878916506398826,0.5809463463651632,0.32862830930592574,0.003409873064649467,0.02058052139951453,0.35325333144861326,0.45506831673546877,0.2193657817227297,-0.2596384889628617,0.20740230459371387,0.15754266631595443,0.44175681402099415,0.6432555900435332,0.2054541272747641,1.0,0.31343349832935125,0.14751310770635076,0.5544083359920262,0.7700320208161869,0.2827823863977852,0.45560314360529824,0.1474462338446835,0.3206170045507579,0.15565788721820595,0.40209271181966794,0.5128595665891446
Thal_MDl_L,0.528246251289575,0.34431766829044075,-0.27859885931767847,0.526481702671779,0.023237152800107738,0.585872608035757,-0.2079924952547465,-0.22340545580216972,0.6446544458849967,0.5419405082752141,0.5960328159838524,0.45134021576399597,-0.20098731056385666,0.41391945813063563,0.8673314800266305,-0.12328332075921915,0.2821354241262132,0.7133698136948007,0.12921961008860505,0.31518368469860925,0.7161477496016485,0.8350154157664516,0.14443616023658834,-0.016577427800671275,0.11178851684629186,0.32366924318731943,-0.062090791105826194,-0.4412215164792304,0.29694303404544187,0.019333001003580316,0.5303437298445046,0.46822905558814093,-0.15022702262591273,0.31343349832935125,1.0,0.25765010248094317,0.6049563740727163,0.5216618786103929,0.6888960107680643,0.2747591674652285,0.20639179276199038,0.7939724900152264,-0.23285652635191606,0.45326448228251515,0.7049480032938716
Thal_PuL_R,0.4544075968601392,0.46374650793818284,0.2539609046508578,0.5728211363745513,-0.20385610933292753,0.46128954356080926,-0.25234460678327314,0.2896512362262742,0.271672864069716,0.09224557098646415,0.2795110741307194,-0.07281311246532411,0.05334991149026465,0.48937846278314945,0.3433784669899988,0.2055046243883387,0.5394255540446888,0.2921233273106647,0.042033729678988885,0.5070941487003635,0.28698318385864063,0.2942150220693487,-0.23195599195869962,0.4050832871367849,0.4908549924563206,-0.09053857215759382,0.42459449687356715,0.07623685120156463,0.47960783124909434,0.3578500094588303,0.1284949113291894,0.5624861495717431,0.3896581251377466,0.14751310770635076,0.25765010248094317,1.0,0.3132936157838983,0.41300427506362297,0.10007599385326671,0.37550367506069404,-0.23182724171358698,0.3722695388706584,0.3059078044560519,0.2777560190099706,0.48608074080185915
Thal_LGN_R,0.6636328495577308,0.5817583540641726,-0.10906494111806248,0.4649020702177441,0.11783435595460155,0.5434522143567092,-0.11498157855906257,-0.15128536258594655,0.4699340088741135,0.5378210800234288,0.5951496377894797,0.38390800595775815,-0.01655688092249154,0.4964675334056302,0.5470754550233602,-0.06017236137094494,0.4905769201338111,0.5940210972069547,0.40280292482492647,0.6372195178548675,0.7967604179014937,0.5807517228680632,0.0439328565152129,-0.09515348126908908,0.20498256665706058,0.3538880814358378,-0.004991911480711906,-0.438120068751167,0.23261049930876357,0.06415929945101731,0.7029502962307095,0.5769941256279536,-0.09281084361740506,0.5544083359920262,0.6049563740727163,0.3132936157838983,1.0,0.7160265104589147,0.4543945297928803,0.5782686854599515,0.148133167603368,0.5448831720965007,-0.18696625632622546,0.4069003065822317,0.6636728294509625
Vermis_3,0.873109664002958,0.68796343046798,0.23005002334099353,0.7317466399154697,0.05931946161959992,0.6395141766105134,-0.0538682353004454,0.13559626907599767,0.5800262456086974,0.47217068623599534,0.5742794073947818,0.12740127041370541,0.090473224378263,0.7498679231656741,0.5466791110803061,0.19507509854958732,0.8330008887409813,0.6477259327017848,0.5014783070453779,0.6217476403327761,0.7806825135726312,0.6174245974984764,-0.02702097277910177,0.17707954605075749,0.552161142465068,0.40616750089791115,0.38360186952466263,-0.2926740832597952,0.5108219606687333,0.29257377145241487,0.5028005751611393,0.7885245253484923,0.3314269857560515,0.7700320208161869,0.5216618786103929,0.41300427506362297,0.7160265104589147,1.0,0.5094639326484354,0.503403883994433,0.04206322785469471,0.6201913596140872,0.19244171325335668,0.6389800249613711,0.7230953580144083
Thal_MDm_L,0.5177549006587129,0.2325407737934267,-0.1603689382368923,0.6914938877669726,0.050609258919162764,0.550613586070746,0.10127660910331511,0.11295533148417225,0.9077107324830558,0.6474311656986591,0.7680602409009109,0.3887145114383861,0.0739582280855073,0.48723347614148954,0.7995854229880193,0.0520979645905776,0.3337596786994613,0.585873575199655,0.3892031611877722,0.1551272041792647,0.4939884046147543,0.8812707390883074,0.03862304294348937,-0.0644679898956797,0.388682554002422,0.2155540058879032,0.11434875421406558,-0.20644853691312998,0.27711493529005876,-0.04780230205134215,0.440710199869293,0.37157930417410895,0.11571170448819557,0.2827823863977852,0.6888960107680643,0.10007599385326671,0.4543945297928803,0.5094639326484354,1.0,0.09184722532680935,0.00968687018006406,0.7041945210042037,-0.03910167441527127,0.7022241602518671,0.6253593692057494
Thal_MGN_R,0.4828039386753078,0.5727290006261012,0.0025309670441095882,0.3171909348544533,0.07444782248377851,0.44862420998133096,-0.1132060744931028,0.15663039731829098,0.11073039004539442,0.2549709778341085,0.32472629848967866,0.18493353600815077,0.0764399468116159,0.4313623869144336,0.1880244365186247,0.048205630714650116,0.4672441321842215,0.1947943939281701,0.3935263374034521,0.6194185142728555,0.381145272182228,0.2128068085390915,-0.15609167109768926,-0.16804438535854127,0.24026200746618973,0.09647296151608244,0.20511140298154057,-0.22510363932069735,0.1757869597657135,-0.1522455020309223,0.5738687838087217,0.38398182954364,0.17068339194618587,0.45560314360529824,0.2747591674652285,0.37550367506069404,0.5782686854599515,0.503403883994433,0.09184722532680935,1.0,-0.04353336336495604,0.14083867464821187,-0.0014224604957036157,0.026917097012317325,0.374467789468758
Frontal_Med_Orb_L,0.24600498781648464,-0.17141514010766484,-0.2090884505488474,-0.17406000336287536,-0.10893102017756873,-0.14011657843912953,0.19263717030126634,-0.608065362088918,-0.02390058327110476,0.11585000072871954,-0.14351762547710467,-0.049355201279197916,-0.4486570753714907,-0.23669914111502424,0.14390731213502103,0.34696644711408153,-0.18834597028797714,0.09553082183491873,-0.020869927457731554,0.055309296887593805,0.3309107032540146,0.06824051710012802,0.8948987225843793,0.020054483299930873,-0.37544079996020185,0.18476416801275347,-0.29857312238218564,-0.34739664066768544,-0.22279402293662376,0.18146863664487123,0.31017696010246415,-0.12951118370463227,-0.4755804803596772,0.1474462338446835,0.20639179276199038,-0.23182724171358698,0.148133167603368,0.04206322785469471,0.00968687018006406,-0.04353336336495604,1.0,0.10056373641852506,-0.42654581642247547,-0.1597421764943339,0.004711179864353321
Thal_LP_R,0.6362460322894379,0.43803166265238913,-0.0030018816050453928,0.6859280810884618,-0.1878127084053747,0.5755555045085403,-0.27194024419943585,-0.026063280043369948,0.6635745595531776,0.4721280763482575,0.6109463160103307,0.21896382914990578,-0.09406518420628232,0.5448007632804959,0.8044300425848064,0.09517515976926812,0.49007553531583953,0.6874466497964236,0.19197927132852272,0.4267986262449635,0.6938354334956414,0.8207817070328511,0.09944729486180567,0.22814091422102378,0.38686483829359175,0.337719350230092,0.15245960119092516,-0.20410812550407523,0.43437155673528727,0.2583771522974171,0.39071418719984385,0.5769000180091421,0.1039988732952222,0.3206170045507579,0.7939724900152264,0.3722695388706584,0.5448831720965007,0.6201913596140872,0.7041945210042037,0.14083867464821187,0.10056373641852506,1.0,0.04295149101811084,0.6779854919687718,0.693725280167963
Vermis_8,0.24238173473487648,0.26737889463941134,0.7573495722573172,0.40565181201474954,0.04183417179122876,0.2500184829600828,0.054592409696551,0.6393886550465646,0.06687693399472443,0.06576603412678265,0.04681112987061219,-0.262362192394139,0.49132987487705576,0.4821083383958048,-0.1458613971366515,0.45804833828961206,0.6015696281653283,0.0338809330557945,0.2947167041082493,0.11157904681374085,-0.09480977254093194,-0.05014576551598987,-0.34296304443597064,0.5614376682155312,0.7198151916252269,0.03718271717831488,0.8054382037454791,0.5407872284533247,0.5689479578217351,0.36892529693288884,-0.32537613007141514,0.39625141165036143,0.8766278808733496,0.15565788721820595,-0.23285652635191606,0.3059078044560519,-0.18696625632622546,0.19244171325335668,-0.03910167441527127,-0.0014224604957036157,-0.42654581642247547,0.04295149101811084,1.0,0.26718964207703083,0.06835307289088598
Thal_PuA_R,0.6000754469315274,0.44053221990594843,0.23966263967596285,0.7320066252030787,-0.07880371208282456,0.4207662985096472,-0.019182295659441122,0.24304056281226089,0.741476654887754,0.4410639653898047,0.5644954433989717,0.08334233710615144,0.16352174963552707,0.5686533910037497,0.6277423606994031,0.17540752849220564,0.5838769507166728,0.5770803851899378,0.34250061592716236,0.27591659191837853,0.4630194783990007,0.701944182963313,-0.10498258001797889,0.306865678922667,0.6246090405518331,0.2858273251798233,0.3544279023479023,-0.004117314142369388,0.5096729043258413,0.32877873188665285,0.1784242104801883,0.5982646805745296,0.3877323471660617,0.40209271181966794,0.45326448228251515,0.2777560190099706,0.4069003065822317,0.6389800249613711,0.7022241602518671,0.026917097012317325,-0.1597421764943339,0.6779854919687718,0.26718964207703083,1.0,0.685365037263852
Thal_VPL_R,0.7141811549305773,0.5906994301423317,0.05333906084820844,0.7271067495081216,0.03256056531509255,0.6592598005197967,-0.07461189622783947,0.08996183476311717,0.6839322964384152,0.5186995835925488,0.6431881580896801,0.27470943129078146,0.13334847215204773,0.6296860122860136,0.7041097467715398,0.1038348983499472,0.6125977765102883,0.6624921567926917,0.3080544934517931,0.4867606913010773,0.6722732155999847,0.7616076899297218,-0.05822199571341836,0.13605025435605198,0.46660048210011584,0.32169697805173014,0.2660887859188821,-0.2253910823293604,0.4881671928350196,0.21240386002897504,0.4517070215810569,0.6817964700141392,0.2266603953385155,0.5128595665891446,0.7049480032938716,0.48608074080185915,0.6636728294509625,0.7230953580144083,0.6253593692057494,0.374467789468758,0.004711179864353321,0.693725280167963,0.06835307289088598,0.685365037263852,1.0
